,Sales,date,region
34609,2330.0,2021-06-26,south
34610,2145.0,2021-06-26,east
34611,2050.0,2021-06-26,west
34636,2095.0,2021-06-27,north
34637,2460.0,2021-06-27,south
34638,2195.0,2021-06-27,east
34639,2020.0,2021-06-27,west
34664,2185.0,2021-06-28,north
34665,2190.0,2021-06-28,south
34666,2050.0,2021-06-28,east
34667,2045.0,2021-06-28,west
34692,2155.0,2021-06-29,north
34693,2135.0,2021-06-29,south
34694,2280.0,2021-06-29,east
34695,2485.0,2021-06-29,west
34720,2040.0,2021-06-30,north
34721,2130.0,2021-06-30,south
34722,2490.0,2021-06-30,east
34723,2160.0,2021-06-30,west
34748,2065.0,2021-07-01,north
34749,2355.0,2021-07-01,south
34750,2205.0,2021-07-01,east
34751,2265.0,2021-07-01,west
34776,2005.0,2021-07-02,north
34777,2450.0,2021-07-02,south
34778,2500.0,2021-07-02,east
34779,2445.0,2021-07-02,west
34804,2460.0,2021-07-03,north
34805,2060.0,2021-07-03,south
34806,2090.0,2021-07-03,east
34807,2415.0,2021-07-03,west
34832,2395.0,2021-07-04,north
34833,2370.0,2021-07-04,south
34834,2110.0,2021-07-04,east
34835,2395.0,2021-07-04,west
34860,2205.0,2021-07-05,north
34861,2245.0,2021-07-05,south
34862,2330.0,2021-07-05,east
34863,2010.0,2021-07-05,west
34888,2430.0,2021-07-06,north
34889,2125.0,2021-07-06,south
34890,2235.0,2021-07-06,east
34891,2175.0,2021-07-06,west
34916,2460.0,2021-07-07,north
34917,2500.0,2021-07-07,south
34918,2315.0,2021-07-07,east
34919,2120.0,2021-07-07,west
34944,2040.0,2021-07-08,north
34945,2425.0,2021-07-08,south
34946,2375.0,2021-07-08,east
34947,2080.0,2021-07-08,west
34972,2105.0,2021-07-09,north
34973,2240.0,2021-07-09,south
34974,2015.0,2021-07-09,east
34975,2170.0,2021-07-09,west
35000,2195.0,2021-07-10,north
35001,2440.0,2021-07-10,south
35002,2040.0,2021-07-10,east
35003,2260.0,2021-07-10,west
35028,2170.0,2021-07-11,north
35029,2200.0,2021-07-11,south
35030,2260.0,2021-07-11,east
35031,2395.0,2021-07-11,west
35056,2010.0,2021-07-12,north
35057,2005.0,2021-07-12,south
35058,2250.0,2021-07-12,east
35059,2010.0,2021-07-12,west
35084,2145.0,2021-07-13,north
35085,2105.0,2021-07-13,south
35086,2265.0,2021-07-13,east
35087,2020.0,2021-07-13,west
35112,2295.0,2021-07-14,north
35113,2330.0,2021-07-14,south
35114,2280.0,2021-07-14,east
35115,2045.0,2021-07-14,west
35140,2375.0,2021-07-15,north
35141,2370.0,2021-07-15,south
35142,2255.0,2021-07-15,east
35143,2305.0,2021-07-15,west
35168,2440.0,2021-07-16,north
35169,2020.0,2021-07-16,south
35170,2035.0,2021-07-16,east
35171,2155.0,2021-07-16,west
35196,2145.0,2021-07-17,north
35197,2080.0,2021-07-17,south
35198,2345.0,2021-07-17,east
35199,2230.0,2021-07-17,west
35224,2375.0,2021-07-18,north
35225,2165.0,2021-07-18,south
35226,2175.0,2021-07-18,east
35227,2385.0,2021-07-18,west
35252,2295.0,2021-07-19,north
35253,2170.0,2021-07-19,south
35254,2040.0,2021-07-19,east
35255,2205.0,2021-07-19,west
35280,2435.0,2021-07-20,north
35281,2380.0,2021-07-20,south
35282,2445.0,2021-07-20,east
35283,2390.0,2021-07-20,west
35308,2115.0,2021-07-21,north
35309,2275.0,2021-07-21,south
35310,2200.0,2021-07-21,east
35311,2305.0,2021-07-21,west
35336,2280.0,2021-07-22,north
35337,2140.0,2021-07-22,south
35338,2205.0,2021-07-22,east
35339,2450.0,2021-07-22,west
35364,2060.0,2021-07-23,north
35365,2200.0,2021-07-23,south
35366,2390.0,2021-07-23,east
35367,2075.0,2021-07-23,west
35392,2015.0,2021-07-24,north
35393,2235.0,2021-07-24,south
35394,2360.0,2021-07-24,east
35395,2125.0,2021-07-24,west
35420,2235.0,2021-07-25,north
35421,2450.0,2021-07-25,south
35422,2155.0,2021-07-25,east
35423,2280.0,2021-07-25,west
35448,2285.0,2021-07-26,north
35449,2395.0,2021-07-26,south
35450,2360.0,2021-07-26,east
35451,2290.0,2021-07-26,west
35476,2440.0,2021-07-27,north
35477,2315.0,2021-07-27,south
35478,2080.0,2021-07-27,east
35479,2450.0,2021-07-27,west
35504,2165.0,2021-07-28,north
35505,2385.0,2021-07-28,south
35506,2010.0,2021-07-28,east
35507,2425.0,2021-07-28,west
35532,2125.0,2021-07-29,north
35533,2125.0,2021-07-29,south
35534,2235.0,2021-07-29,east
35535,2360.0,2021-07-29,west
35560,2005.0,2021-07-30,north
35561,2200.0,2021-07-30,south
35562,2155.0,2021-07-30,east
35563,2245.0,2021-07-30,west
35588,2220.0,2021-07-31,north
35589,2225.0,2021-07-31,south
35590,2150.0,2021-07-31,east
35591,2145.0,2021-07-31,west
35616,2070.0,2021-08-01,north
35617,2265.0,2021-08-01,south
35618,2055.0,2021-08-01,east
35619,2165.0,2021-08-01,west
35644,2280.0,2021-08-02,north
35645,2275.0,2021-08-02,south
35646,2200.0,2021-08-02,east
35647,2490.0,2021-08-02,west
35672,2350.0,2021-08-03,north
35673,2075.0,2021-08-03,south
35674,2250.0,2021-08-03,east
35675,2315.0,2021-08-03,west
35700,2480.0,2021-08-04,north
35701,2070.0,2021-08-04,south
35702,2450.0,2021-08-04,east
35703,2010.0,2021-08-04,west
35728,2420.0,2021-08-05,north
35729,2215.0,2021-08-05,south
35730,2130.0,2021-08-05,east
35731,2065.0,2021-08-05,west
35756,2060.0,2021-08-06,north
35757,2050.0,2021-08-06,south
35758,2470.0,2021-08-06,east
35759,2295.0,2021-08-06,west
35784,2230.0,2021-08-07,north
35785,2030.0,2021-08-07,south
35786,2310.0,2021-08-07,east
35787,2415.0,2021-08-07,west
35812,2480.0,2021-08-08,north
35813,2230.0,2021-08-08,south
35814,2360.0,2021-08-08,east
35815,2400.0,2021-08-08,west
35840,2165.0,2021-08-09,north
35841,2385.0,2021-08-09,south
35842,2240.0,2021-08-09,east
35843,2060.0,2021-08-09,west
35868,2295.0,2021-08-10,north
35869,2180.0,2021-08-10,south
35870,2075.0,2021-08-10,east
35871,2375.0,2021-08-10,west
35896,2250.0,2021-08-11,north
35897,2250.0,2021-08-11,south
35898,2345.0,2021-08-11,east
35899,2080.0,2021-08-11,west
35924,2495.0,2021-08-12,north
35925,2100.0,2021-08-12,south
35926,2430.0,2021-08-12,east
35927,2070.0,2021-08-12,west
35952,2285.0,2021-08-13,north
35953,2235.0,2021-08-13,south
35954,2480.0,2021-08-13,east
35955,2425.0,2021-08-13,west
35980,2095.0,2021-08-14,north
35981,2135.0,2021-08-14,south
35982,2330.0,2021-08-14,east
35983,2020.0,2021-08-14,west
36008,2060.0,2021-08-15,north
36009,2140.0,2021-08-15,south
36010,2470.0,2021-08-15,east
36011,2485.0,2021-08-15,west
36036,2040.0,2021-08-16,north
36037,2155.0,2021-08-16,south
36038,2120.0,2021-08-16,east
36039,2135.0,2021-08-16,west
36064,2395.0,2021-08-17,north
36065,2475.0,2021-08-17,south
36066,2360.0,2021-08-17,east
36067,2175.0,2021-08-17,west
36092,2490.0,2021-08-18,north
36093,2075.0,2021-08-18,south
36094,2325.0,2021-08-18,east
36095,2445.0,2021-08-18,west
36120,2080.0,2021-08-19,north
36121,2370.0,2021-08-19,south
36122,2225.0,2021-08-19,east
36123,2495.0,2021-08-19,west
36148,2160.0,2021-08-20,north
36149,2195.0,2021-08-20,south
36150,2315.0,2021-08-20,east
36151,2170.0,2021-08-20,west
36176,2230.0,2021-08-21,north
36177,2095.0,2021-08-21,south
36178,2050.0,2021-08-21,east
36179,2490.0,2021-08-21,west
36204,2095.0,2021-08-22,north
36205,2180.0,2021-08-22,south
36206,2075.0,2021-08-22,east
36207,2475.0,2021-08-22,west
36232,2020.0,2021-08-23,north
36233,2000.0,2021-08-23,south
36234,2210.0,2021-08-23,east
36235,2155.0,2021-08-23,west
36260,2215.0,2021-08-24,north
36261,2475.0,2021-08-24,south
36262,2265.0,2021-08-24,east
36263,2030.0,2021-08-24,west
36288,2020.0,2021-08-25,north
36289,2240.0,2021-08-25,south
36290,2000.0,2021-08-25,east
36291,2150.0,2021-08-25,west
36316,2370.0,2021-08-26,north
36317,2180.0,2021-08-26,south
36318,2470.0,2021-08-26,east
36319,2150.0,2021-08-26,west
36344,2170.0,2021-08-27,north
36345,2260.0,2021-08-27,south
36346,2140.0,2021-08-27,east
36347,2045.0,2021-08-27,west
36372,2490.0,2021-08-28,north
36373,2320.0,2021-08-28,south
36374,2230.0,2021-08-28,east
36375,2440.0,2021-08-28,west
36400,2185.0,2021-08-29,north
36401,2350.0,2021-08-29,south
36402,2445.0,2021-08-29,east
36403,2365.0,2021-08-29,west
36428,2065.0,2021-08-30,north
36429,2015.0,2021-08-30,south
36430,2160.0,2021-08-30,east
36431,2300.0,2021-08-30,west
36456,2045.0,2021-08-31,north
36457,2440.0,2021-08-31,south
36458,2165.0,2021-08-31,east
36459,2180.0,2021-08-31,west
36484,2330.0,2021-09-01,north
36485,2240.0,2021-09-01,south
36486,2120.0,2021-09-01,east
36487,2495.0,2021-09-01,west
36512,2080.0,2021-09-02,north
36513,2415.0,2021-09-02,south
36514,2085.0,2021-09-02,east
36515,2400.0,2021-09-02,west
36540,2255.0,2021-09-03,north
36541,2245.0,2021-09-03,south
36542,2020.0,2021-09-03,east
36543,2270.0,2021-09-03,west
36568,2395.0,2021-09-04,north
36569,2165.0,2021-09-04,south
36570,2020.0,2021-09-04,east
36571,2135.0,2021-09-04,west
36596,2330.0,2021-09-05,north
36597,2290.0,2021-09-05,south
36598,2045.0,2021-09-05,east
36599,2255.0,2021-09-05,west
36624,2345.0,2021-09-06,north
36625,2185.0,2021-09-06,south
36626,2335.0,2021-09-06,east
36627,2300.0,2021-09-06,west
36652,2040.0,2021-09-07,north
36653,2055.0,2021-09-07,south
36654,2270.0,2021-09-07,east
36655,2335.0,2021-09-07,west
36680,2425.0,2021-09-08,north
36681,2445.0,2021-09-08,south
36682,2480.0,2021-09-08,east
36683,2480.0,2021-09-08,west
36708,2000.0,2021-09-09,north
36709,2075.0,2021-09-09,south
36710,2345.0,2021-09-09,east
36711,2245.0,2021-09-09,west
36736,2070.0,2021-09-10,north
36737,2365.0,2021-09-10,south
36738,2015.0,2021-09-10,east
36739,2375.0,2021-09-10,west
36764,2270.0,2021-09-11,north
36765,2015.0,2021-09-11,south
36766,2000.0,2021-09-11,east
36767,2295.0,2021-09-11,west
36792,2435.0,2021-09-12,north
36793,2485.0,2021-09-12,south
36794,2450.0,2021-09-12,east
36795,2205.0,2021-09-12,west
36820,2415.0,2021-09-13,north
36821,2440.0,2021-09-13,south
36822,2490.0,2021-09-13,east
36823,2415.0,2021-09-13,west
36848,2260.0,2021-09-14,north
36849,2385.0,2021-09-14,south
36850,2280.0,2021-09-14,east
36851,2210.0,2021-09-14,west
36876,2070.0,2021-09-15,north
36877,2105.0,2021-09-15,south
36878,2425.0,2021-09-15,east
36879,2265.0,2021-09-15,west
36904,2190.0,2021-09-16,north
36905,2110.0,2021-09-16,south
36906,2115.0,2021-09-16,east
36907,2455.0,2021-09-16,west
36932,2270.0,2021-09-17,north
36933,2350.0,2021-09-17,south
36934,2365.0,2021-09-17,east
36935,2270.0,2021-09-17,west
36960,2200.0,2021-09-18,north
36961,2500.0,2021-09-18,south
36962,2425.0,2021-09-18,east
36963,2290.0,2021-09-18,west
36988,2460.0,2021-09-19,north
36989,2185.0,2021-09-19,south
36990,2390.0,2021-09-19,east
36991,2175.0,2021-09-19,west
37016,2480.0,2021-09-20,north
37017,2385.0,2021-09-20,south
37018,2150.0,2021-09-20,east
37019,2225.0,2021-09-20,west
37044,2395.0,2021-09-21,north
37045,2395.0,2021-09-21,south
37046,2445.0,2021-09-21,east
37047,2295.0,2021-09-21,west
37072,2285.0,2021-09-22,north
37073,2095.0,2021-09-22,south
37074,2310.0,2021-09-22,east
37075,2120.0,2021-09-22,west
37100,2075.0,2021-09-23,north
37101,2390.0,2021-09-23,south
37102,2485.0,2021-09-23,east
37103,2475.0,2021-09-23,west
37128,2225.0,2021-09-24,north
37129,2325.0,2021-09-24,south
37130,2195.0,2021-09-24,east
37131,2410.0,2021-09-24,west
37156,2285.0,2021-09-25,north
37157,2000.0,2021-09-25,south
37158,2345.0,2021-09-25,east
37159,2400.0,2021-09-25,west
37184,2260.0,2021-09-26,north
37185,2300.0,2021-09-26,south
37186,2150.0,2021-09-26,east
37187,2200.0,2021-09-26,west
37212,2140.0,2021-09-27,north
37213,2365.0,2021-09-27,south
37214,2090.0,2021-09-27,east
37215,2115.0,2021-09-27,west
37240,2070.0,2021-09-28,north
37241,2085.0,2021-09-28,south
37242,2435.0,2021-09-28,east
37243,2115.0,2021-09-28,west
37268,2340.0,2021-09-29,north
37269,2225.0,2021-09-29,south
37270,2140.0,2021-09-29,east
37271,2240.0,2021-09-29,west
37296,2000.0,2021-09-30,north
37297,2175.0,2021-09-30,south
37298,2020.0,2021-09-30,east
37299,2425.0,2021-09-30,west
37324,2350.0,2021-10-01,north
37325,2215.0,2021-10-01,south
37326,2345.0,2021-10-01,east
37327,2360.0,2021-10-01,west
37352,2370.0,2021-10-02,north
37353,2180.0,2021-10-02,south
37354,2000.0,2021-10-02,east
37355,2235.0,2021-10-02,west
37380,2055.0,2021-10-03,north
37381,2265.0,2021-10-03,south
37382,2165.0,2021-10-03,east
37383,2165.0,2021-10-03,west
37408,2135.0,2021-10-04,north
37409,2395.0,2021-10-04,south
37410,2240.0,2021-10-04,east
37411,2295.0,2021-10-04,west
37436,2425.0,2021-10-05,north
37437,2255.0,2021-10-05,south
37438,2145.0,2021-10-05,east
37439,2000.0,2021-10-05,west
37464,2090.0,2021-10-06,north
37465,2390.0,2021-10-06,south
37466,2120.0,2021-10-06,east
37467,2405.0,2021-10-06,west
37492,2370.0,2021-10-07,north
37493,2080.0,2021-10-07,south
37494,2160.0,2021-10-07,east
37495,2270.0,2021-10-07,west
37520,2455.0,2021-10-08,north
37521,2360.0,2021-10-08,south
37522,2085.0,2021-10-08,east
37523,2045.0,2021-10-08,west
37548,2260.0,2021-10-09,north
37549,2300.0,2021-10-09,south
37550,2065.0,2021-10-09,east
37551,2025.0,2021-10-09,west
37576,2400.0,2021-10-10,north
37577,2255.0,2021-10-10,south
37578,2335.0,2021-10-10,east
37579,2460.0,2021-10-10,west
37604,2120.0,2021-10-11,north
37605,2230.0,2021-10-11,south
37606,2195.0,2021-10-11,east
37607,2205.0,2021-10-11,west
37632,2105.0,2021-10-12,north
37633,2105.0,2021-10-12,south
37634,2065.0,2021-10-12,east
37635,2005.0,2021-10-12,west
37660,2205.0,2021-10-13,north
37661,2495.0,2021-10-13,south
37662,2125.0,2021-10-13,east
37663,2410.0,2021-10-13,west
37688,2320.0,2021-10-14,north
37689,2010.0,2021-10-14,south
37690,2330.0,2021-10-14,east
37691,2275.0,2021-10-14,west
37716,2305.0,2021-10-15,north
37717,2425.0,2021-10-15,south
37718,2310.0,2021-10-15,east
37719,2090.0,2021-10-15,west
37744,2485.0,2021-10-16,north
37745,2415.0,2021-10-16,south
37746,2395.0,2021-10-16,east
37747,2090.0,2021-10-16,west
37772,2010.0,2021-10-17,north
37773,2085.0,2021-10-17,south
37774,2250.0,2021-10-17,east
37775,2450.0,2021-10-17,west
37800,2230.0,2021-10-18,north
37801,2310.0,2021-10-18,south
37802,2005.0,2021-10-18,east
37803,2025.0,2021-10-18,west
37828,2085.0,2021-10-19,north
37829,2275.0,2021-10-19,south
37830,2220.0,2021-10-19,east
37831,2395.0,2021-10-19,west
37856,2070.0,2021-10-20,north
37857,2210.0,2021-10-20,south
37858,2290.0,2021-10-20,east
37859,2380.0,2021-10-20,west
37884,2475.0,2021-10-21,north
37885,2175.0,2021-10-21,south
37886,2015.0,2021-10-21,east
37887,2115.0,2021-10-21,west
37912,2030.0,2021-10-22,north
37913,2400.0,2021-10-22,south
37914,2180.0,2021-10-22,east
37915,2345.0,2021-10-22,west
37940,2485.0,2021-10-23,north
37941,2225.0,2021-10-23,south
37942,2095.0,2021-10-23,east
37943,2350.0,2021-10-23,west
37968,2315.0,2021-10-24,north
37969,2155.0,2021-10-24,south
37970,2305.0,2021-10-24,east
37971,2250.0,2021-10-24,west
37996,2470.0,2021-10-25,north
37997,2135.0,2021-10-25,south
37998,2255.0,2021-10-25,east
37999,2270.0,2021-10-25,west
38024,2410.0,2021-10-26,north
38025,2490.0,2021-10-26,south
38026,2250.0,2021-10-26,east
38027,2220.0,2021-10-26,west
38052,2145.0,2021-10-27,north
38053,2145.0,2021-10-27,south
38054,2450.0,2021-10-27,east
38055,2090.0,2021-10-27,west
38080,2165.0,2021-10-28,north
38081,2355.0,2021-10-28,south
38082,2315.0,2021-10-28,east
38083,2300.0,2021-10-28,west
38108,2225.0,2021-10-29,north
38109,2175.0,2021-10-29,south
38110,2435.0,2021-10-29,east
38111,2035.0,2021-10-29,west
38136,2430.0,2021-10-30,north
38137,2180.0,2021-10-30,south
38138,2060.0,2021-10-30,east
38139,2470.0,2021-10-30,west
38164,2400.0,2021-10-31,north
38165,2220.0,2021-10-31,south
38166,2395.0,2021-10-31,east
38167,2120.0,2021-10-31,west
38192,2080.0,2021-11-01,north
38193,2445.0,2021-11-01,south
38194,2415.0,2021-11-01,east
38195,2355.0,2021-11-01,west
38220,2405.0,2021-11-02,north
38221,2120.0,2021-11-02,south
38222,2195.0,2021-11-02,east
38223,2025.0,2021-11-02,west
38248,2305.0,2021-11-03,north
38249,2035.0,2021-11-03,south
38250,2085.0,2021-11-03,east
38251,2285.0,2021-11-03,west
38276,2205.0,2021-11-04,north
38277,2155.0,2021-11-04,south
38278,2105.0,2021-11-04,east
38279,2085.0,2021-11-04,west
38304,2475.0,2021-11-05,north
38305,2425.0,2021-11-05,south
38306,2330.0,2021-11-05,east
38307,2205.0,2021-11-05,west
38332,2235.0,2021-11-06,north
38333,2050.0,2021-11-06,south
38334,2455.0,2021-11-06,east
38335,2065.0,2021-11-06,west
38360,2210.0,2021-11-07,north
38361,2065.0,2021-11-07,south
38362,2215.0,2021-11-07,east
38363,2275.0,2021-11-07,west
38388,2005.0,2021-11-08,north
38389,2120.0,2021-11-08,south
38390,2140.0,2021-11-08,east
38391,2260.0,2021-11-08,west
38416,2165.0,2021-11-09,north
38417,2000.0,2021-11-09,south
38418,2435.0,2021-11-09,east
38419,2250.0,2021-11-09,west
38444,2485.0,2021-11-10,north
38445,2090.0,2021-11-10,south
38446,2025.0,2021-11-10,east
38447,2365.0,2021-11-10,west
38472,2150.0,2021-11-11,north
38473,2160.0,2021-11-11,south
38474,2035.0,2021-11-11,east
38475,2445.0,2021-11-11,west
38500,2350.0,2021-11-12,north
38501,2130.0,2021-11-12,south
38502,2045.0,2021-11-12,east
38503,2490.0,2021-11-12,west
38528,2315.0,2021-11-13,north
38529,2210.0,2021-11-13,south
38530,2345.0,2021-11-13,east
38531,2285.0,2021-11-13,west
38556,2225.0,2021-11-14,north
38557,2190.0,2021-11-14,south
38558,2495.0,2021-11-14,east
38559,2485.0,2021-11-14,west
38584,2105.0,2021-11-15,north
38585,2425.0,2021-11-15,south
38586,2155.0,2021-11-15,east
38587,2495.0,2021-11-15,west
38612,2485.0,2021-11-16,north
38613,2225.0,2021-11-16,south
38614,2315.0,2021-11-16,east
38615,2300.0,2021-11-16,west
38640,2165.0,2021-11-17,north
38641,2240.0,2021-11-17,south
38642,2290.0,2021-11-17,east
38643,2025.0,2021-11-17,west
38668,2080.0,2021-11-18,north
38669,2325.0,2021-11-18,south
38670,2105.0,2021-11-18,east
38671,2245.0,2021-11-18,west
38696,2180.0,2021-11-19,north
38697,2180.0,2021-11-19,south
38698,2345.0,2021-11-19,east
38699,2435.0,2021-11-19,west
38724,2490.0,2021-11-20,north
38725,2160.0,2021-11-20,south
38726,2460.0,2021-11-20,east
38727,2040.0,2021-11-20,west
38752,2010.0,2021-11-21,north
38753,2440.0,2021-11-21,south
38754,2190.0,2021-11-21,east
38755,2365.0,2021-11-21,west
38780,2145.0,2021-11-22,north
38781,2420.0,2021-11-22,south
38782,2200.0,2021-11-22,east
38783,2075.0,2021-11-22,west
38808,2075.0,2021-11-23,north
38809,2450.0,2021-11-23,south
38810,2280.0,2021-11-23,east
38811,2220.0,2021-11-23,west
38836,2410.0,2021-11-24,north
38837,2015.0,2021-11-24,south
38838,2020.0,2021-11-24,east
38839,2060.0,2021-11-24,west
38864,2410.0,2021-11-25,north
38865,2485.0,2021-11-25,south
38866,2445.0,2021-11-25,east
38867,2285.0,2021-11-25,west
38892,2490.0,2021-11-26,north
38893,2215.0,2021-11-26,south
38894,2015.0,2021-11-26,east
38895,2070.0,2021-11-26,west
38920,2170.0,2021-11-27,north
38921,2235.0,2021-11-27,south
38922,2145.0,2021-11-27,east
38923,2370.0,2021-11-27,west
38948,2035.0,2021-11-28,north
38949,2335.0,2021-11-28,south
38950,2390.0,2021-11-28,east
38951,2500.0,2021-11-28,west
38976,2180.0,2021-11-29,north
38977,2495.0,2021-11-29,south
38978,2170.0,2021-11-29,east
38979,2275.0,2021-11-29,west
39004,2265.0,2021-11-30,north
39005,2035.0,2021-11-30,south
39006,2480.0,2021-11-30,east
39007,2390.0,2021-11-30,west
39032,2415.0,2021-12-01,north
39033,2275.0,2021-12-01,south
39034,2100.0,2021-12-01,east
39035,2105.0,2021-12-01,west
39060,2330.0,2021-12-02,north
39061,2170.0,2021-12-02,south
39062,2460.0,2021-12-02,east
39063,2200.0,2021-12-02,west
39088,2225.0,2021-12-03,north
39089,2350.0,2021-12-03,south
39090,2125.0,2021-12-03,east
39091,2245.0,2021-12-03,west
39116,2025.0,2021-12-04,north
39117,2010.0,2021-12-04,south
39118,2005.0,2021-12-04,east
39119,2455.0,2021-12-04,west
39144,2130.0,2021-12-05,north
39145,2445.0,2021-12-05,south
39146,2190.0,2021-12-05,east
39147,2265.0,2021-12-05,west
39172,2380.0,2021-12-06,north
39173,2235.0,2021-12-06,south
39174,2200.0,2021-12-06,east
39175,2200.0,2021-12-06,west
39200,2090.0,2021-12-07,north
39201,2165.0,2021-12-07,south
39202,2300.0,2021-12-07,east
39203,2400.0,2021-12-07,west
39228,2135.0,2021-12-08,north
39229,2315.0,2021-12-08,south
39230,2375.0,2021-12-08,east
39231,2080.0,2021-12-08,west
39256,2270.0,2021-12-09,north
39257,2430.0,2021-12-09,south
39258,2335.0,2021-12-09,east
39259,2065.0,2021-12-09,west
39284,2235.0,2021-12-10,north
39285,2375.0,2021-12-10,south
39286,2400.0,2021-12-10,east
39287,2305.0,2021-12-10,west
39312,2310.0,2021-12-11,north
39313,2155.0,2021-12-11,south
39314,2435.0,2021-12-11,east
39315,2165.0,2021-12-11,west
39340,2225.0,2021-12-12,north
39341,2055.0,2021-12-12,south
39342,2235.0,2021-12-12,east
39343,2295.0,2021-12-12,west
39368,2040.0,2021-12-13,north
39369,2320.0,2021-12-13,south
39370,2110.0,2021-12-13,east
39371,2180.0,2021-12-13,west
39396,2360.0,2021-12-14,north
39397,2420.0,2021-12-14,south
39398,2370.0,2021-12-14,east
39399,2335.0,2021-12-14,west
39424,2485.0,2021-12-15,north
39425,2495.0,2021-12-15,south
39426,2365.0,2021-12-15,east
39427,2155.0,2021-12-15,west
39452,2385.0,2021-12-16,north
39453,2385.0,2021-12-16,south
39454,2435.0,2021-12-16,east
39455,2290.0,2021-12-16,west
39480,2210.0,2021-12-17,north
39481,2085.0,2021-12-17,south
39482,2090.0,2021-12-17,east
39483,2370.0,2021-12-17,west
39508,2145.0,2021-12-18,north
39509,2210.0,2021-12-18,south
39510,2380.0,2021-12-18,east
39511,2455.0,2021-12-18,west
39536,2270.0,2021-12-19,north
39537,2040.0,2021-12-19,south
39538,2180.0,2021-12-19,east
39539,2500.0,2021-12-19,west
39564,2115.0,2021-12-20,north
39565,2325.0,2021-12-20,south
39566,2250.0,2021-12-20,east
39567,2180.0,2021-12-20,west
39592,2330.0,2021-12-21,north
39593,2075.0,2021-12-21,south
39594,2355.0,2021-12-21,east
39595,2355.0,2021-12-21,west
39620,2205.0,2021-12-22,north
39621,2155.0,2021-12-22,south
39622,2010.0,2021-12-22,east
39623,2005.0,2021-12-22,west
39648,2410.0,2021-12-23,north
39649,2265.0,2021-12-23,south
39650,2205.0,2021-12-23,east
39651,2115.0,2021-12-23,west
39676,2050.0,2021-12-24,north
39677,2135.0,2021-12-24,south
39678,2440.0,2021-12-24,east
39679,2360.0,2021-12-24,west
39704,2405.0,2021-12-25,north
39705,2115.0,2021-12-25,south
39706,2085.0,2021-12-25,east
39707,2290.0,2021-12-25,west
39732,2245.0,2021-12-26,north
39733,2460.0,2021-12-26,south
39734,2450.0,2021-12-26,east
39735,2310.0,2021-12-26,west
39760,2370.0,2021-12-27,north
39761,2040.0,2021-12-27,south
39762,2415.0,2021-12-27,east
39763,2015.0,2021-12-27,west
39788,2245.0,2021-12-28,north
39789,2120.0,2021-12-28,south
39790,2415.0,2021-12-28,east
39791,2295.0,2021-12-28,west
39816,2445.0,2021-12-29,north
39817,2215.0,2021-12-29,south
39818,2285.0,2021-12-29,east
39819,2395.0,2021-12-29,west
39844,2435.0,2021-12-30,north
39845,2400.0,2021-12-30,south
39846,2260.0,2021-12-30,east
39847,2315.0,2021-12-30,west
39872,2315.0,2021-12-31,north
39873,2175.0,2021-12-31,south
39874,2295.0,2021-12-31,east
39875,2055.0,2021-12-31,west
39900,2130.0,2022-01-01,north
39901,2480.0,2022-01-01,south
39902,2190.0,2022-01-01,east
39903,2170.0,2022-01-01,west
39928,2160.0,2022-01-02,north
39929,2120.0,2022-01-02,south
39930,2110.0,2022-01-02,east
39931,2080.0,2022-01-02,west
39956,2050.0,2022-01-03,north
39957,2150.0,2022-01-03,south
39958,2440.0,2022-01-03,east
39959,2055.0,2022-01-03,west
39984,2405.0,2022-01-04,north
39985,2020.0,2022-01-04,south
39986,2010.0,2022-01-04,east
39987,2005.0,2022-01-04,west
40012,2480.0,2022-01-05,north
40013,2360.0,2022-01-05,south
40014,2025.0,2022-01-05,east
40015,2275.0,2022-01-05,west
40040,2245.0,2022-01-06,north
40041,2060.0,2022-01-06,south
40042,2290.0,2022-01-06,east
40043,2205.0,2022-01-06,west
40068,2065.0,2022-01-07,north
40069,2050.0,2022-01-07,south
40070,2180.0,2022-01-07,east
40071,2135.0,2022-01-07,west
40096,2370.0,2022-01-08,north
40097,2245.0,2022-01-08,south
40098,2070.0,2022-01-08,east
40099,2395.0,2022-01-08,west
40124,2490.0,2022-01-09,north
40125,2105.0,2022-01-09,south
40126,2335.0,2022-01-09,east
40127,2250.0,2022-01-09,west
40152,2240.0,2022-01-10,north
40153,2090.0,2022-01-10,south
40154,2370.0,2022-01-10,east
40155,2315.0,2022-01-10,west
40180,2000.0,2022-01-11,north
40181,2075.0,2022-01-11,south
40182,2305.0,2022-01-11,east
40183,2145.0,2022-01-11,west
40208,2050.0,2022-01-12,north
40209,2260.0,2022-01-12,south
40210,2095.0,2022-01-12,east
40211,2500.0,2022-01-12,west
40236,2260.0,2022-01-13,north
40237,2365.0,2022-01-13,south
40238,2485.0,2022-01-13,east
40239,2180.0,2022-01-13,west
40264,2245.0,2022-01-14,north
40265,2225.0,2022-01-14,south
40266,2080.0,2022-01-14,east
40267,2250.0,2022-01-14,west
40292,2115.0,2022-01-15,north
40293,2145.0,2022-01-15,south
40294,2130.0,2022-01-15,east
40295,2120.0,2022-01-15,west
40320,2315.0,2022-01-16,north
40321,2410.0,2022-01-16,south
40322,2290.0,2022-01-16,east
40323,2150.0,2022-01-16,west
40348,2295.0,2022-01-17,north
40349,2015.0,2022-01-17,south
40350,2070.0,2022-01-17,east
40351,2095.0,2022-01-17,west
